Feature-Set;NSHAP-Value
sex,coronary.artery.disease,asthma,cancer;-0.0000
sex,coronary.artery.disease,copd,dementia;-0.0001
sex,coronary.artery.disease,copd,cancer;-0.0003
sex,coronary.artery.disease,dementia,cancer;-0.0005
sex,chf,cerebrovascular.disease,hepatitis;0.0000
sex,chf,cerebrovascular.disease,endstage.renal.disease;0.0000
sex,chf,cerebrovascular.disease,chronic.kidney.disease;-0.0001
sex,chf,cerebrovascular.disease,asthma;-0.0000
sex,chf,cerebrovascular.disease,copd;-0.0000
sex,chf,cerebrovascular.disease,dementia;-0.0001
sex,chf,cerebrovascular.disease,cancer;-0.0000
sex,chf,hepatitis,endstage.renal.disease;-0.0000
sex,chf,hepatitis,chronic.kidney.disease;-0.0000
sex,chf,hepatitis,asthma;0.0000
sex,chf,hepatitis,copd;0.0000
sex,chf,hepatitis,dementia;-0.0000
sex,chf,hepatitis,cancer;0.0000
sex,chf,endstage.renal.disease,chronic.kidney.disease;0.0000
sex,chf,endstage.renal.disease,asthma;0.0000
sex,chf,endstage.renal.disease,copd;-0.0002
sex,chf,endstage.renal.disease,dementia;-0.0001
sex,chf,endstage.renal.disease,cancer;-0.0000
sex,chf,chronic.kidney.disease,asthma;-0.0000
sex,chf,chronic.kidney.disease,copd;-0.0000
sex,chf,chronic.kidney.disease,dementia;-0.0002
sex,chf,chronic.kidney.disease,cancer;-0.0000
sex,chf,asthma,copd;-0.0004
sex,chf,asthma,dementia;-0.0000
sex,chf,asthma,cancer;0.0000
sex,chf,copd,dementia;-0.0000
sex,chf,copd,cancer;0.0001
sex,chf,dementia,cancer;-0.0003
sex,cerebrovascular.disease,hepatitis,endstage.renal.disease;0.0000
sex,cerebrovascular.disease,hepatitis,chronic.kidney.disease;-0.0000
sex,cerebrovascular.disease,hepatitis,asthma;0.0000
sex,cerebrovascular.disease,hepatitis,copd;0.0000
sex,cerebrovascular.disease,hepatitis,dementia;0.0000
sex,cerebrovascular.disease,hepatitis,cancer;-0.0000
sex,cerebrovascular.disease,endstage.renal.disease,chronic.kidney.disease;0.0000
sex,cerebrovascular.disease,endstage.renal.disease,asthma;0.0000
sex,cerebrovascular.disease,endstage.renal.disease,copd;-0.0000
sex,cerebrovascular.disease,endstage.renal.disease,dementia;-0.0000
sex,cerebrovascular.disease,endstage.renal.disease,cancer;-0.0000
sex,cerebrovascular.disease,chronic.kidney.disease,asthma;0.0000
sex,cerebrovascular.disease,chronic.kidney.disease,copd;0.0000
sex,cerebrovascular.disease,chronic.kidney.disease,dementia;0.0000
sex,cerebrovascular.disease,chronic.kidney.disease,cancer;0.0000
sex,cerebrovascular.disease,asthma,copd;0.0001
sex,cerebrovascular.disease,asthma,dementia;0.0000
sex,cerebrovascular.disease,asthma,cancer;-0.0000
sex,cerebrovascular.disease,copd,dementia;0.0000
sex,cerebrovascular.disease,copd,cancer;0.0000
sex,cerebrovascular.disease,dementia,cancer;-0.0000
sex,hepatitis,endstage.renal.disease,chronic.kidney.disease;-0.0000
sex,hepatitis,endstage.renal.disease,asthma;0.0000
sex,hepatitis,endstage.renal.disease,copd;-0.0000
sex,hepatitis,endstage.renal.disease,dementia;-0.0000
sex,hepatitis,endstage.renal.disease,cancer;0.0000
sex,hepatitis,chronic.kidney.disease,asthma;0.0000
sex,hepatitis,chronic.kidney.disease,copd;0.0000
sex,hepatitis,chronic.kidney.disease,dementia;-0.0000
sex,hepatitis,chronic.kidney.disease,cancer;0.0000
sex,hepatitis,asthma,copd;-0.0000
sex,hepatitis,asthma,dementia;0.0000
sex,hepatitis,asthma,cancer;-0.0000
sex,hepatitis,copd,dementia;0.0000
sex,hepatitis,copd,cancer;-0.0000
sex,hepatitis,dementia,cancer;-0.0000
sex,endstage.renal.disease,chronic.kidney.disease,asthma;-0.0000
sex,endstage.renal.disease,chronic.kidney.disease,copd;-0.0000
sex,endstage.renal.disease,chronic.kidney.disease,dementia;-0.0000
sex,endstage.renal.disease,chronic.kidney.disease,cancer;0.0000
sex,endstage.renal.disease,asthma,copd;-0.0000
sex,endstage.renal.disease,asthma,dementia;0.0000
sex,endstage.renal.disease,asthma,cancer;-0.0000
sex,endstage.renal.disease,copd,dementia;0.0000
sex,endstage.renal.disease,copd,cancer;0.0000
sex,endstage.renal.disease,dementia,cancer;-0.0001
sex,chronic.kidney.disease,asthma,copd;-0.0000
sex,chronic.kidney.disease,asthma,dementia;0.0000
sex,chronic.kidney.disease,asthma,cancer;0.0000
sex,chronic.kidney.disease,copd,dementia;0.0000
sex,chronic.kidney.disease,copd,cancer;0.0000
sex,chronic.kidney.disease,dementia,cancer;-0.0002
sex,asthma,copd,dementia;-0.0000
sex,asthma,copd,cancer;-0.0000
sex,asthma,dementia,cancer;-0.0000
sex,copd,dementia,cancer;0.0000
hypertension,hyperlipidemia,diabetes,coronary.artery.disease;-0.0023
hypertension,hyperlipidemia,diabetes,chf;-0.0005
hypertension,hyperlipidemia,diabetes,cerebrovascular.disease;-0.0000
hypertension,hyperlipidemia,diabetes,hepatitis;0.0000
hypertension,hyperlipidemia,diabetes,endstage.renal.disease;-0.0001
hypertension,hyperlipidemia,diabetes,chronic.kidney.disease;-0.0001
hypertension,hyperlipidemia,diabetes,asthma;-0.0000
hypertension,hyperlipidemia,diabetes,copd;-0.0001
hypertension,hyperlipidemia,diabetes,dementia;-0.0001
hypertension,hyperlipidemia,diabetes,cancer;-0.0001
hypertension,hyperlipidemia,coronary.artery.disease,chf;-0.0009
hypertension,hyperlipidemia,coronary.artery.disease,cerebrovascular.disease;-0.0000
hypertension,hyperlipidemia,coronary.artery.disease,hepatitis;0.0000
hypertension,hyperlipidemia,coronary.artery.disease,endstage.renal.disease;-0.0000
hypertension,hyperlipidemia,coronary.artery.disease,chronic.kidney.disease;-0.0001
hypertension,hyperlipidemia,coronary.artery.disease,asthma;0.0000
hypertension,hyperlipidemia,coronary.artery.disease,copd;-0.0000
hypertension,hyperlipidemia,coronary.artery.disease,dementia;-0.0002
hypertension,hyperlipidemia,coronary.artery.disease,cancer;0.0000
hypertension,hyperlipidemia,chf,cerebrovascular.disease;-0.0000
hypertension,hyperlipidemia,chf,hepatitis;0.0000
hypertension,hyperlipidemia,chf,endstage.renal.disease;-0.0000
hypertension,hyperlipidemia,chf,chronic.kidney.disease;-0.0004
hypertension,hyperlipidemia,chf,asthma;-0.0000
hypertension,hyperlipidemia,chf,copd;-0.0001
hypertension,hyperlipidemia,chf,dementia;-0.0002
hypertension,hyperlipidemia,chf,cancer;-0.0000
hypertension,hyperlipidemia,cerebrovascular.disease,hepatitis;-0.0000
hypertension,hyperlipidemia,cerebrovascular.disease,endstage.renal.disease;-0.0000
hypertension,hyperlipidemia,cerebrovascular.disease,chronic.kidney.disease;-0.0000
hypertension,hyperlipidemia,cerebrovascular.disease,asthma;0.0000
hypertension,hyperlipidemia,cerebrovascular.disease,copd;0.0000
hypertension,hyperlipidemia,cerebrovascular.disease,dementia;-0.0000
hypertension,hyperlipidemia,cerebrovascular.disease,cancer;-0.0000
hypertension,hyperlipidemia,hepatitis,endstage.renal.disease;-0.0000
hypertension,hyperlipidemia,hepatitis,chronic.kidney.disease;-0.0000
hypertension,hyperlipidemia,hepatitis,asthma;-0.0000
hypertension,hyperlipidemia,hepatitis,copd;-0.0000
hypertension,hyperlipidemia,hepatitis,dementia;-0.0000
hypertension,hyperlipidemia,hepatitis,cancer;-0.0000
hypertension,hyperlipidemia,endstage.renal.disease,chronic.kidney.disease;-0.0000
hypertension,hyperlipidemia,endstage.renal.disease,asthma;0.0000
hypertension,hyperlipidemia,endstage.renal.disease,copd;-0.0000
hypertension,hyperlipidemia,endstage.renal.disease,dementia;-0.0000
hypertension,hyperlipidemia,endstage.renal.disease,cancer;-0.0000
hypertension,hyperlipidemia,chronic.kidney.disease,asthma;-0.0001
hypertension,hyperlipidemia,chronic.kidney.disease,copd;-0.0001
hypertension,hyperlipidemia,chronic.kidney.disease,dementia;-0.0001
hypertension,hyperlipidemia,chronic.kidney.disease,cancer;-0.0001
hypertension,hyperlipidemia,asthma,copd;-0.0000
hypertension,hyperlipidemia,asthma,dementia;0.0000
hypertension,hyperlipidemia,asthma,cancer;0.0000
hypertension,hyperlipidemia,copd,dementia;-0.0000
hypertension,hyperlipidemia,copd,cancer;0.0000
hypertension,hyperlipidemia,dementia,cancer;-0.0000
hypertension,diabetes,coronary.artery.disease,chf;-0.0022
hypertension,diabetes,coronary.artery.disease,cerebrovascular.disease;-0.0002
hypertension,diabetes,coronary.artery.disease,hepatitis;-0.0000
hypertension,diabetes,coronary.artery.disease,endstage.renal.disease;-0.0007
hypertension,diabetes,coronary.artery.disease,chronic.kidney.disease;-0.0007
hypertension,diabetes,coronary.artery.disease,asthma;-0.0008
hypertension,diabetes,coronary.artery.disease,copd;-0.0002
hypertension,diabetes,coronary.artery.disease,dementia;-0.0000
hypertension,diabetes,coronary.artery.disease,cancer;-0.0001
hypertension,diabetes,chf,cerebrovascular.disease;-0.0001
hypertension,diabetes,chf,hepatitis;-0.0000
hypertension,diabetes,chf,endstage.renal.disease;-0.0002
hypertension,diabetes,chf,chronic.kidney.disease;-0.0002
hypertension,diabetes,chf,asthma;-0.0000
hypertension,diabetes,chf,copd;-0.0001
hypertension,diabetes,chf,dementia;-0.0002
hypertension,diabetes,chf,cancer;0.0001
hypertension,diabetes,cerebrovascular.disease,hepatitis;0.0000
hypertension,diabetes,cerebrovascular.disease,endstage.renal.disease;-0.0000
hypertension,diabetes,cerebrovascular.disease,chronic.kidney.disease;-0.0001
hypertension,diabetes,cerebrovascular.disease,asthma;-0.0000
hypertension,diabetes,cerebrovascular.disease,copd;-0.0000
hypertension,diabetes,cerebrovascular.disease,dementia;-0.0000
hypertension,diabetes,cerebrovascular.disease,cancer;-0.0000
hypertension,diabetes,hepatitis,endstage.renal.disease;-0.0000
hypertension,diabetes,hepatitis,chronic.kidney.disease;-0.0000
hypertension,diabetes,hepatitis,asthma;-0.0000
hypertension,diabetes,hepatitis,copd;-0.0000
hypertension,diabetes,hepatitis,dementia;0.0000
hypertension,diabetes,hepatitis,cancer;-0.0000
hypertension,diabetes,endstage.renal.disease,chronic.kidney.disease;-0.0002
hypertension,diabetes,endstage.renal.disease,asthma;0.0000
hypertension,diabetes,endstage.renal.disease,copd;-0.0000
hypertension,diabetes,endstage.renal.disease,dementia;-0.0000
hypertension,diabetes,endstage.renal.disease,cancer;-0.0000
hypertension,diabetes,chronic.kidney.disease,asthma;-0.0001
hypertension,diabetes,chronic.kidney.disease,copd;-0.0001
hypertension,diabetes,chronic.kidney.disease,dementia;-0.0000
hypertension,diabetes,chronic.kidney.disease,cancer;-0.0001
hypertension,diabetes,asthma,copd;-0.0003
hypertension,diabetes,asthma,dementia;-0.0000
hypertension,diabetes,asthma,cancer;-0.0001
hypertension,diabetes,copd,dementia;-0.0001
hypertension,diabetes,copd,cancer;-0.0000
hypertension,diabetes,dementia,cancer;-0.0002
hypertension,coronary.artery.disease,chf,cerebrovascular.disease;-0.0003
hypertension,coronary.artery.disease,chf,hepatitis;0.0000
hypertension,coronary.artery.disease,chf,endstage.renal.disease;-0.0003
hypertension,coronary.artery.disease,chf,chronic.kidney.disease;-0.0006
hypertension,coronary.artery.disease,chf,asthma;-0.0002
hypertension,coronary.artery.disease,chf,copd;-0.0003
hypertension,coronary.artery.disease,chf,dementia;0.0000
hypertension,coronary.artery.disease,chf,cancer;-0.0002
hypertension,coronary.artery.disease,cerebrovascular.disease,hepatitis;-0.0000
hypertension,coronary.artery.disease,cerebrovascular.disease,endstage.renal.disease;-0.0000
hypertension,coronary.artery.disease,cerebrovascular.disease,chronic.kidney.disease;-0.0000
hypertension,coronary.artery.disease,cerebrovascular.disease,asthma;-0.0001
hypertension,coronary.artery.disease,cerebrovascular.disease,copd;-0.0000
hypertension,coronary.artery.disease,cerebrovascular.disease,dementia;-0.0000
hypertension,coronary.artery.disease,cerebrovascular.disease,cancer;-0.0000
hypertension,coronary.artery.disease,hepatitis,endstage.renal.disease;0.0000
hypertension,coronary.artery.disease,hepatitis,chronic.kidney.disease;-0.0000
hypertension,coronary.artery.disease,hepatitis,asthma;0.0000
hypertension,coronary.artery.disease,hepatitis,copd;-0.0000
hypertension,coronary.artery.disease,hepatitis,dementia;0.0000
hypertension,coronary.artery.disease,hepatitis,cancer;-0.0000
hypertension,coronary.artery.disease,endstage.renal.disease,chronic.kidney.disease;-0.0001
hypertension,coronary.artery.disease,endstage.renal.disease,asthma;0.0000
hypertension,coronary.artery.disease,endstage.renal.disease,copd;-0.0000
hypertension,coronary.artery.disease,endstage.renal.disease,dementia;0.0000
hypertension,coronary.artery.disease,endstage.renal.disease,cancer;-0.0000
hypertension,coronary.artery.disease,chronic.kidney.disease,asthma;-0.0000
hypertension,coronary.artery.disease,chronic.kidney.disease,copd;0.0000
hypertension,coronary.artery.disease,chronic.kidney.disease,dementia;-0.0000
hypertension,coronary.artery.disease,chronic.kidney.disease,cancer;-0.0002
hypertension,coronary.artery.disease,asthma,copd;-0.0001
hypertension,coronary.artery.disease,asthma,dementia;-0.0000
hypertension,coronary.artery.disease,asthma,cancer;-0.0000
hypertension,coronary.artery.disease,copd,dementia;-0.0000
hypertension,coronary.artery.disease,copd,cancer;-0.0000
hypertension,coronary.artery.disease,dementia,cancer;-0.0000
hypertension,chf,cerebrovascular.disease,hepatitis;0.0000
hypertension,chf,cerebrovascular.disease,endstage.renal.disease;0.0000
hypertension,chf,cerebrovascular.disease,chronic.kidney.disease;-0.0001
hypertension,chf,cerebrovascular.disease,asthma;0.0000
hypertension,chf,cerebrovascular.disease,copd;-0.0000
hypertension,chf,cerebrovascular.disease,dementia;-0.0000
hypertension,chf,cerebrovascular.disease,cancer;-0.0001
hypertension,chf,hepatitis,endstage.renal.disease;0.0000
hypertension,chf,hepatitis,chronic.kidney.disease;-0.0000
hypertension,chf,hepatitis,asthma;-0.0000
hypertension,chf,hepatitis,copd;0.0000
hypertension,chf,hepatitis,dementia;-0.0000
hypertension,chf,hepatitis,cancer;-0.0000
hypertension,chf,endstage.renal.disease,chronic.kidney.disease;-0.0000
hypertension,chf,endstage.renal.disease,asthma;-0.0000
hypertension,chf,endstage.renal.disease,copd;-0.0000
hypertension,chf,endstage.renal.disease,dementia;0.0000
hypertension,chf,endstage.renal.disease,cancer;-0.0000
hypertension,chf,chronic.kidney.disease,asthma;-0.0000
hypertension,chf,chronic.kidney.disease,copd;-0.0001
hypertension,chf,chronic.kidney.disease,dementia;-0.0001
hypertension,chf,chronic.kidney.disease,cancer;-0.0000
hypertension,chf,asthma,copd;-0.0002
hypertension,chf,asthma,dementia;-0.0000
hypertension,chf,asthma,cancer;-0.0000
hypertension,chf,copd,dementia;0.0000
hypertension,chf,copd,cancer;0.0001
hypertension,chf,dementia,cancer;-0.0001
hypertension,cerebrovascular.disease,hepatitis,endstage.renal.disease;-0.0000
hypertension,cerebrovascular.disease,hepatitis,chronic.kidney.disease;-0.0000
hypertension,cerebrovascular.disease,hepatitis,asthma;0.0000
hypertension,cerebrovascular.disease,hepatitis,copd;-0.0000
hypertension,cerebrovascular.disease,hepatitis,dementia;-0.0000
hypertension,cerebrovascular.disease,hepatitis,cancer;-0.0000
hypertension,cerebrovascular.disease,endstage.renal.disease,chronic.kidney.disease;-0.0000
hypertension,cerebrovascular.disease,endstage.renal.disease,asthma;-0.0001
hypertension,cerebrovascular.disease,endstage.renal.disease,copd;-0.0000
hypertension,cerebrovascular.disease,endstage.renal.disease,dementia;-0.0000
hypertension,cerebrovascular.disease,endstage.renal.disease,cancer;-0.0000
hypertension,cerebrovascular.disease,chronic.kidney.disease,asthma;-0.0000
hypertension,cerebrovascular.disease,chronic.kidney.disease,copd;-0.0000
hypertension,cerebrovascular.disease,chronic.kidney.disease,dementia;0.0000
hypertension,cerebrovascular.disease,chronic.kidney.disease,cancer;-0.0000
hypertension,cerebrovascular.disease,asthma,copd;-0.0000
hypertension,cerebrovascular.disease,asthma,dementia;-0.0001
hypertension,cerebrovascular.disease,asthma,cancer;0.0000
hypertension,cerebrovascular.disease,copd,dementia;-0.0000
hypertension,cerebrovascular.disease,copd,cancer;-0.0000
hypertension,cerebrovascular.disease,dementia,cancer;-0.0000
hypertension,hepatitis,endstage.renal.disease,chronic.kidney.disease;-0.0000
hypertension,hepatitis,endstage.renal.disease,asthma;-0.0000
hypertension,hepatitis,endstage.renal.disease,copd;-0.0000
hypertension,hepatitis,endstage.renal.disease,dementia;-0.0000
hypertension,hepatitis,endstage.renal.disease,cancer;-0.0000
hypertension,hepatitis,chronic.kidney.disease,asthma;-0.0000
hypertension,hepatitis,chronic.kidney.disease,copd;-0.0000
hypertension,hepatitis,chronic.kidney.disease,dementia;-0.0000
hypertension,hepatitis,chronic.kidney.disease,cancer;-0.0000
hypertension,hepatitis,asthma,copd;0.0000
hypertension,hepatitis,asthma,dementia;-0.0000
hypertension,hepatitis,asthma,cancer;-0.0000
hypertension,hepatitis,copd,dementia;-0.0000
hypertension,hepatitis,copd,cancer;-0.0000
hypertension,hepatitis,dementia,cancer;-0.0000
hypertension,endstage.renal.disease,chronic.kidney.disease,asthma;0.0000
hypertension,endstage.renal.disease,chronic.kidney.disease,copd;-0.0000
hypertension,endstage.renal.disease,chronic.kidney.disease,dementia;0.0000
hypertension,endstage.renal.disease,chronic.kidney.disease,cancer;-0.0000
hypertension,endstage.renal.disease,asthma,copd;-0.0000
hypertension,endstage.renal.disease,asthma,dementia;-0.0000
hypertension,endstage.renal.disease,asthma,cancer;0.0000
hypertension,endstage.renal.disease,copd,dementia;0.0000
hypertension,endstage.renal.disease,copd,cancer;-0.0000
hypertension,endstage.renal.disease,dementia,cancer;-0.0000
hypertension,chronic.kidney.disease,asthma,copd;0.0000
hypertension,chronic.kidney.disease,asthma,dementia;0.0000
hypertension,chronic.kidney.disease,asthma,cancer;-0.0000
hypertension,chronic.kidney.disease,copd,dementia;-0.0000
hypertension,chronic.kidney.disease,copd,cancer;-0.0000
hypertension,chronic.kidney.disease,dementia,cancer;-0.0000
hypertension,asthma,copd,dementia;0.0000
hypertension,asthma,copd,cancer;0.0000
hypertension,asthma,dementia,cancer;-0.0000
hypertension,copd,dementia,cancer;-0.0000
hyperlipidemia,diabetes,coronary.artery.disease,chf;-0.0067
hyperlipidemia,diabetes,coronary.artery.disease,cerebrovascular.disease;-0.0021
hyperlipidemia,diabetes,coronary.artery.disease,hepatitis;-0.0001
hyperlipidemia,diabetes,coronary.artery.disease,endstage.renal.disease;-0.0021
hyperlipidemia,diabetes,coronary.artery.disease,chronic.kidney.disease;-0.0029
hyperlipidemia,diabetes,coronary.artery.disease,asthma;-0.0015
hyperlipidemia,diabetes,coronary.artery.disease,copd;-0.0013
hyperlipidemia,diabetes,coronary.artery.disease,dementia;-0.0026
hyperlipidemia,diabetes,coronary.artery.disease,cancer;-0.0011
hyperlipidemia,diabetes,chf,cerebrovascular.disease;-0.0017
hyperlipidemia,diabetes,chf,hepatitis;-0.0001
hyperlipidemia,diabetes,chf,endstage.renal.disease;-0.0005
hyperlipidemia,diabetes,chf,chronic.kidney.disease;-0.0011
hyperlipidemia,diabetes,chf,asthma;-0.0008
hyperlipidemia,diabetes,chf,copd;-0.0006
hyperlipidemia,diabetes,chf,dementia;-0.0009
hyperlipidemia,diabetes,chf,cancer;-0.0001
hyperlipidemia,diabetes,cerebrovascular.disease,hepatitis;0.0000
hyperlipidemia,diabetes,cerebrovascular.disease,endstage.renal.disease;-0.0001
hyperlipidemia,diabetes,cerebrovascular.disease,chronic.kidney.disease;-0.0005
hyperlipidemia,diabetes,cerebrovascular.disease,asthma;0.0000
hyperlipidemia,diabetes,cerebrovascular.disease,copd;-0.0000
hyperlipidemia,diabetes,cerebrovascular.disease,dementia;-0.0014
hyperlipidemia,diabetes,cerebrovascular.disease,cancer;-0.0000
hyperlipidemia,diabetes,hepatitis,endstage.renal.disease;0.0000
hyperlipidemia,diabetes,hepatitis,chronic.kidney.disease;-0.0000
hyperlipidemia,diabetes,hepatitis,asthma;0.0000
hyperlipidemia,diabetes,hepatitis,copd;-0.0000
hyperlipidemia,diabetes,hepatitis,dementia;-0.0001
hyperlipidemia,diabetes,hepatitis,cancer;-0.0000
hyperlipidemia,diabetes,endstage.renal.disease,chronic.kidney.disease;-0.0002
hyperlipidemia,diabetes,endstage.renal.disease,asthma;-0.0002
hyperlipidemia,diabetes,endstage.renal.disease,copd;-0.0000
hyperlipidemia,diabetes,endstage.renal.disease,dementia;-0.0000
hyperlipidemia,diabetes,endstage.renal.disease,cancer;-0.0001
hyperlipidemia,diabetes,chronic.kidney.disease,asthma;-0.0000
hyperlipidemia,diabetes,chronic.kidney.disease,copd;-0.0000
hyperlipidemia,diabetes,chronic.kidney.disease,dementia;-0.0002
hyperlipidemia,diabetes,chronic.kidney.disease,cancer;-0.0000
hyperlipidemia,diabetes,asthma,copd;-0.0004
hyperlipidemia,diabetes,asthma,dementia;-0.0000
hyperlipidemia,diabetes,asthma,cancer;-0.0001
hyperlipidemia,diabetes,copd,dementia;-0.0001
hyperlipidemia,diabetes,copd,cancer;-0.0001
hyperlipidemia,diabetes,dementia,cancer;-0.0002
hyperlipidemia,coronary.artery.disease,chf,cerebrovascular.disease;-0.0003
hyperlipidemia,coronary.artery.disease,chf,hepatitis;-0.0001
hyperlipidemia,coronary.artery.disease,chf,endstage.renal.disease;-0.0001
hyperlipidemia,coronary.artery.disease,chf,chronic.kidney.disease;-0.0006
hyperlipidemia,coronary.artery.disease,chf,asthma;-0.0001
hyperlipidemia,coronary.artery.disease,chf,copd;-0.0006
hyperlipidemia,coronary.artery.disease,chf,dementia;-0.0010
hyperlipidemia,coronary.artery.disease,chf,cancer;0.0001
hyperlipidemia,coronary.artery.disease,cerebrovascular.disease,hepatitis;0.0000
hyperlipidemia,coronary.artery.disease,cerebrovascular.disease,endstage.renal.disease;-0.0000
hyperlipidemia,coronary.artery.disease,cerebrovascular.disease,chronic.kidney.disease;-0.0001
hyperlipidemia,coronary.artery.disease,cerebrovascular.disease,asthma;-0.0001
hyperlipidemia,coronary.artery.disease,cerebrovascular.disease,copd;0.0000
hyperlipidemia,coronary.artery.disease,cerebrovascular.disease,dementia;-0.0008
hyperlipidemia,coronary.artery.disease,cerebrovascular.disease,cancer;0.0002
hyperlipidemia,coronary.artery.disease,hepatitis,endstage.renal.disease;0.0000
hyperlipidemia,coronary.artery.disease,hepatitis,chronic.kidney.disease;0.0000
hyperlipidemia,coronary.artery.disease,hepatitis,asthma;0.0000
hyperlipidemia,coronary.artery.disease,hepatitis,copd;0.0000
hyperlipidemia,coronary.artery.disease,hepatitis,dementia;0.0000
hyperlipidemia,coronary.artery.disease,hepatitis,cancer;0.0000
hyperlipidemia,coronary.artery.disease,endstage.renal.disease,chronic.kidney.disease;-0.0003
hyperlipidemia,coronary.artery.disease,endstage.renal.disease,asthma;-0.0000
hyperlipidemia,coronary.artery.disease,endstage.renal.disease,copd;-0.0000
hyperlipidemia,coronary.artery.disease,endstage.renal.disease,dementia;-0.0001
hyperlipidemia,coronary.artery.disease,endstage.renal.disease,cancer;-0.0001
hyperlipidemia,coronary.artery.disease,chronic.kidney.disease,asthma;-0.0002
hyperlipidemia,coronary.artery.disease,chronic.kidney.disease,copd;-0.0002
hyperlipidemia,coronary.artery.disease,chronic.kidney.disease,dementia;-0.0004
hyperlipidemia,coronary.artery.disease,chronic.kidney.disease,cancer;-0.0001
hyperlipidemia,coronary.artery.disease,asthma,copd;0.0014
hyperlipidemia,coronary.artery.disease,asthma,dementia;-0.0001
hyperlipidemia,coronary.artery.disease,asthma,cancer;0.0000
hyperlipidemia,coronary.artery.disease,copd,dementia;-0.0001
hyperlipidemia,coronary.artery.disease,copd,cancer;-0.0002
hyperlipidemia,coronary.artery.disease,dementia,cancer;-0.0005
hyperlipidemia,chf,cerebrovascular.disease,hepatitis;0.0000
hyperlipidemia,chf,cerebrovascular.disease,endstage.renal.disease;-0.0000
hyperlipidemia,chf,cerebrovascular.disease,chronic.kidney.disease;-0.0001
hyperlipidemia,chf,cerebrovascular.disease,asthma;0.0000
hyperlipidemia,chf,cerebrovascular.disease,copd;0.0000
hyperlipidemia,chf,cerebrovascular.disease,dementia;-0.0002
hyperlipidemia,chf,cerebrovascular.disease,cancer;-0.0000
hyperlipidemia,chf,hepatitis,endstage.renal.disease;-0.0000
hyperlipidemia,chf,hepatitis,chronic.kidney.disease;-0.0000
hyperlipidemia,chf,hepatitis,asthma;0.0000
hyperlipidemia,chf,hepatitis,copd;0.0000
hyperlipidemia,chf,hepatitis,dementia;0.0000
hyperlipidemia,chf,hepatitis,cancer;0.0000
hyperlipidemia,chf,endstage.renal.disease,chronic.kidney.disease;-0.0002
hyperlipidemia,chf,endstage.renal.disease,asthma;0.0000
hyperlipidemia,chf,endstage.renal.disease,copd;0.0000
hyperlipidemia,chf,endstage.renal.disease,dementia;-0.0001
hyperlipidemia,chf,endstage.renal.disease,cancer;-0.0000
hyperlipidemia,chf,chronic.kidney.disease,asthma;-0.0001
hyperlipidemia,chf,chronic.kidney.disease,copd;-0.0003
hyperlipidemia,chf,chronic.kidney.disease,dementia;-0.0002
hyperlipidemia,chf,chronic.kidney.disease,cancer;-0.0001
hyperlipidemia,chf,asthma,copd;-0.0001
hyperlipidemia,chf,asthma,dementia;-0.0001
hyperlipidemia,chf,asthma,cancer;0.0000
hyperlipidemia,chf,copd,dementia;0.0000
hyperlipidemia,chf,copd,cancer;0.0001
hyperlipidemia,chf,dementia,cancer;-0.0001
hyperlipidemia,cerebrovascular.disease,hepatitis,endstage.renal.disease;0.0000
hyperlipidemia,cerebrovascular.disease,hepatitis,chronic.kidney.disease;-0.0000
hyperlipidemia,cerebrovascular.disease,hepatitis,asthma;0.0000
hyperlipidemia,cerebrovascular.disease,hepatitis,copd;-0.0000
hyperlipidemia,cerebrovascular.disease,hepatitis,dementia;0.0000
hyperlipidemia,cerebrovascular.disease,hepatitis,cancer;0.0000
hyperlipidemia,cerebrovascular.disease,endstage.renal.disease,chronic.kidney.disease;-0.0000
hyperlipidemia,cerebrovascular.disease,endstage.renal.disease,asthma;0.0000
hyperlipidemia,cerebrovascular.disease,endstage.renal.disease,copd;-0.0000
hyperlipidemia,cerebrovascular.disease,endstage.renal.disease,dementia;-0.0000
hyperlipidemia,cerebrovascular.disease,endstage.renal.disease,cancer;-0.0000
hyperlipidemia,cerebrovascular.disease,chronic.kidney.disease,asthma;0.0000
hyperlipidemia,cerebrovascular.disease,chronic.kidney.disease,copd;-0.0000
hyperlipidemia,cerebrovascular.disease,chronic.kidney.disease,dementia;-0.0001
hyperlipidemia,cerebrovascular.disease,chronic.kidney.disease,cancer;-0.0000
hyperlipidemia,cerebrovascular.disease,asthma,copd;0.0000
hyperlipidemia,cerebrovascular.disease,asthma,dementia;0.0000
hyperlipidemia,cerebrovascular.disease,asthma,cancer;0.0000
hyperlipidemia,cerebrovascular.disease,copd,dementia;-0.0000
hyperlipidemia,cerebrovascular.disease,copd,cancer;0.0000
hyperlipidemia,cerebrovascular.disease,dementia,cancer;-0.0003
hyperlipidemia,hepatitis,endstage.renal.disease,chronic.kidney.disease;-0.0000
hyperlipidemia,hepatitis,endstage.renal.disease,asthma;0.0000
hyperlipidemia,hepatitis,endstage.renal.disease,copd;-0.0000
hyperlipidemia,hepatitis,endstage.renal.disease,dementia;0.0000
hyperlipidemia,hepatitis,endstage.renal.disease,cancer;-0.0000
hyperlipidemia,hepatitis,chronic.kidney.disease,asthma;0.0000
hyperlipidemia,hepatitis,chronic.kidney.disease,copd;-0.0000
hyperlipidemia,hepatitis,chronic.kidney.disease,dementia;0.0000
hyperlipidemia,hepatitis,chronic.kidney.disease,cancer;-0.0000
